name	Gene	Blood_cancer_activity	Blood_healthy_activity	Breast_cancer_activity	Breast_healthy_activity	Liver_cancer_activity	Liver_healthy_activity	Pancreas_cancer_activity	Pancreas_healthy_activity
Enhancer_chr6_31759335_31761335	HSPA1B_HSPA1L	off	off	off	off	off	off	on	off
Enhancer_chr6_31759512_31761512	HSPA1B_HSPA1L	off	off	off	off	off	off	on	off
Enhancer_chr6_31759791_31761791	HSPA1B_HSPA1L	on	off	off	off	off	off	on	off
Enhancer_chr6_31759835_31761835	HSPA1B_HSPA1L	on	off	off	off	off	off	on	off
Enhancer_chr6_31760012_31762012	HSPA1B_HSPA1L	on	off	on	on	off	on	on	off
Enhancer_chr6_31760291_31762291	HSPA1B_HSPA1L	on	off	on	on	on	on	on	off
Enhancer_chr6_31760335_31762335	HSPA1B_HSPA1L	on	on	on	on	on	on	on	off
Enhancer_chr6_31760512_31762512	HSPA1B_HSPA1L	on	on	on	on	on	on	on	off
Enhancer_chr6_31760791_31762791	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31760835_31762835	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31761012_31763012	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31761291_31763291	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31761335_31763335	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31761512_31763512	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31761791_31763791	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31761835_31763835	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31762012_31764012	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31762291_31764291	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31762335_31764335	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31762512_31764512	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31762791_31764791	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31762835_31764835	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31763012_31765012	HSPA1B_HSPA1L	on	off	on	on	on	on	on	on
Enhancer_chr6_31763291_31765291	HSPA1B_HSPA1L	on	off	on	on	on	on	on	on
Enhancer_chr6_31763335_31765335	HSPA1B_HSPA1L	on	off	on	on	on	on	on	on
Enhancer_chr6_31763512_31765512	HSPA1B_HSPA1L	on	off	on	on	on	on	on	on
Enhancer_chr6_31763791_31765791	HSPA1B_HSPA1L	on	off	on	off	on	on	on	on
Enhancer_chr6_31763835_31765835	HSPA1B_HSPA1L	on	off	on	off	on	on	on	on
Enhancer_chr6_31764012_31766012	HSPA1B_HSPA1L	off	off	on	off	on	on	on	on
Enhancer_chr6_31764291_31766291	HSPA1B_HSPA1L	off	off	on	off	off	on	off	off
Enhancer_chr6_31764335_31766335	HSPA1B_HSPA1L	off	off	on	off	off	on	off	off
Enhancer_chr6_31771512_31773512	HSPA1B_HSPA1L	off	off	on	on	off	off	off	off
Enhancer_chr6_31771791_31773791	HSPA1B_HSPA1L	on	on	on	on	on	on	on	off
Enhancer_chr6_31771835_31773835	HSPA1B_HSPA1L	on	on	on	on	on	on	on	off
Enhancer_chr6_31772012_31774012	HSPA1B_HSPA1L	on	on	on	on	on	on	on	off
Enhancer_chr6_31772291_31774291	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31772335_31774335	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31772512_31774512	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31772791_31774791	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31772835_31774835	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31773012_31775012	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31773291_31775291	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31773335_31775335	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31773512_31775512	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31773791_31775791	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31773835_31775835	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31774012_31776012	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31774291_31776291	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31774335_31776335	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31774512_31776512	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31774791_31776791	HSPA1B_HSPA1L	on	off	on	off	on	on	on	off
Enhancer_chr6_31774835_31776835	HSPA1B_HSPA1L	on	off	on	off	on	on	on	off
Enhancer_chr6_31775012_31777012	HSPA1B_HSPA1L	on	off	on	off	on	on	on	off
Enhancer_chr6_31775291_31777291	HSPA1B_HSPA1L	off	off	on	off	off	on	off	off
Enhancer_chr6_31775335_31777335	HSPA1B_HSPA1L	off	off	on	off	off	on	off	off
Enhancer_chr6_31775512_31777512	HSPA1B_HSPA1L	off	off	off	off	off	on	off	off
Enhancer_chr6_31777791_31779791	HSPA1B_HSPA1L	off	on	off	off	off	off	off	off
Enhancer_chr6_31777835_31779835	HSPA1B_HSPA1L	off	on	off	off	off	off	off	off
Enhancer_chr6_31778012_31780012	HSPA1B_HSPA1L	off	on	off	off	off	off	off	off
Enhancer_chr6_31778291_31780291	HSPA1B_HSPA1L	off	on	off	off	off	off	off	off
Enhancer_chr6_31778335_31780335	HSPA1B_HSPA1L	off	on	off	off	off	off	off	off
Enhancer_chr6_31778512_31780512	HSPA1B_HSPA1L	off	on	off	off	off	off	off	off
Enhancer_chr6_31778791_31780791	HSPA1B_HSPA1L	off	on	off	off	off	off	off	off
Enhancer_chr6_31778835_31780835	HSPA1B_HSPA1L	off	on	off	off	off	off	off	off
Enhancer_chr6_31779012_31781012	HSPA1B_HSPA1L	off	on	off	off	off	off	off	off
Enhancer_chr6_31779291_31781291	HSPA1B_HSPA1L	off	on	on	off	off	off	off	off
Enhancer_chr6_31779335_31781335	HSPA1B_HSPA1L	off	on	on	off	off	off	off	off
Enhancer_chr6_31779512_31781512	HSPA1B_HSPA1L	off	on	on	off	off	off	on	off
Enhancer_chr6_31779791_31781791	HSPA1B_HSPA1L	off	on	on	off	off	off	on	off
Enhancer_chr6_31779835_31781835	HSPA1B_HSPA1L	off	on	on	off	off	off	on	off
Enhancer_chr6_31780012_31782012	HSPA1B_HSPA1L	off	on	on	off	off	off	on	off
Enhancer_chr6_31780291_31782291	HSPA1B_HSPA1L	off	on	on	off	off	off	on	off
Enhancer_chr6_31780335_31782335	HSPA1B_HSPA1L	off	on	on	off	off	off	on	off
Enhancer_chr6_31780512_31782512	HSPA1B_HSPA1L	on	on	on	off	off	on	on	off
Enhancer_chr6_31780791_31782791	HSPA1B_HSPA1L	on	on	on	on	off	on	on	on
Enhancer_chr6_31780835_31782835	HSPA1B_HSPA1L	on	on	on	on	off	on	on	on
Enhancer_chr6_31781012_31783012	HSPA1B_HSPA1L	on	on	on	on	off	on	on	on
Enhancer_chr6_31781291_31783291	HSPA1B_HSPA1L	on	on	on	on	off	on	on	on
Enhancer_chr6_31781335_31783335	HSPA1B_HSPA1L	on	on	on	on	off	on	on	on
Enhancer_chr6_31781512_31783512	HSPA1B_HSPA1L	on	on	on	on	off	on	on	on
Enhancer_chr6_31781791_31783791	HSPA1B_HSPA1L	on	on	on	on	off	on	on	on
Enhancer_chr6_31781835_31783835	HSPA1B_HSPA1L	on	on	on	on	off	on	on	on
Enhancer_chr6_31782012_31784012	HSPA1B_HSPA1L	on	on	on	on	off	on	on	on
Enhancer_chr6_31782291_31784291	HSPA1B_HSPA1L	on	on	on	on	off	on	on	on
Enhancer_chr6_31782335_31784335	HSPA1B_HSPA1L	on	on	on	on	off	on	on	on
Enhancer_chr6_31782512_31784512	HSPA1B_HSPA1L	on	on	on	on	off	on	on	on
Enhancer_chr6_31782791_31784791	HSPA1B_HSPA1L	on	on	on	on	off	on	on	on
Enhancer_chr6_31782835_31784835	HSPA1B_HSPA1L	on	on	on	on	off	on	on	on
Enhancer_chr6_31783012_31785012	HSPA1B_HSPA1L	on	on	on	on	off	on	on	on
Enhancer_chr6_31783291_31785291	HSPA1B_HSPA1L	on	on	on	on	off	on	on	on
Enhancer_chr6_31783335_31785335	HSPA1B_HSPA1L	on	on	on	on	off	on	on	on
Enhancer_chr6_31783512_31785512	HSPA1B_HSPA1L	on	on	on	on	off	on	on	on
Enhancer_chr6_31783791_31785791	HSPA1B_HSPA1L	on	off	off	on	off	off	on	off
Enhancer_chr6_31783835_31785835	HSPA1B_HSPA1L	on	off	off	on	off	off	on	off
Enhancer_chr6_31784012_31786012	HSPA1B_HSPA1L	on	off	off	on	off	off	on	off
Enhancer_chr6_31784291_31786291	HSPA1B_HSPA1L	on	off	off	on	off	off	on	off
Enhancer_chr6_31784335_31786335	HSPA1B_HSPA1L	on	off	off	on	off	off	on	off
Enhancer_chr6_31784512_31786512	HSPA1B_HSPA1L	on	off	off	on	off	off	on	off
Enhancer_chr6_31784791_31786791	HSPA1B_HSPA1L	on	off	off	on	off	off	on	off
Enhancer_chr6_31784835_31786835	HSPA1B_HSPA1L	on	off	off	on	off	off	on	off
Enhancer_chr6_31785012_31787012	HSPA1B_HSPA1L	on	off	off	on	off	off	on	off
Enhancer_chr6_31785291_31787291	HSPA1B_HSPA1L	on	off	off	on	off	off	on	off
Enhancer_chr6_31785335_31787335	HSPA1B_HSPA1L	on	off	off	on	off	off	on	off
Enhancer_chr6_31785512_31787512	HSPA1B_HSPA1L	on	off	off	on	off	off	on	off
Enhancer_chr6_31785791_31787791	HSPA1B_HSPA1L	on	off	off	on	off	off	on	off
Enhancer_chr6_31785835_31787835	HSPA1B_HSPA1L	on	off	off	on	off	off	on	off
Enhancer_chr6_31786012_31788012	HSPA1B_HSPA1L	on	off	off	on	off	off	on	off
Enhancer_chr6_31786291_31788291	HSPA1B_HSPA1L	on	off	off	on	off	off	on	off
Enhancer_chr6_31786335_31788335	HSPA1B_HSPA1L	on	off	off	on	off	off	on	off
Enhancer_chr6_31786512_31788512	HSPA1B_HSPA1L	on	on	off	on	off	off	on	off
Enhancer_chr6_31786791_31788791	HSPA1B_HSPA1L	on	on	on	off	off	off	on	off
Enhancer_chr6_31786835_31788835	HSPA1B_HSPA1L	on	on	on	off	off	off	on	off
Enhancer_chr6_31787012_31789012	HSPA1B_HSPA1L	on	on	on	off	on	on	on	off
Enhancer_chr6_31787291_31789291	HSPA1B_HSPA1L	on	on	on	off	on	on	on	on
Enhancer_chr6_31787335_31789335	HSPA1B_HSPA1L	on	on	on	off	on	on	on	on
Enhancer_chr6_31787512_31789512	HSPA1B_HSPA1L	on	on	on	off	on	on	on	on
Enhancer_chr6_31787791_31789791	HSPA1B_HSPA1L	on	on	on	off	on	on	on	on
Enhancer_chr6_31787835_31789835	HSPA1B_HSPA1L	on	on	on	off	on	on	on	on
Enhancer_chr6_31788012_31790012	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31788291_31790291	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31788335_31790335	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31788512_31790512	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31788791_31790791	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31788835_31790835	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31789012_31791012	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31789291_31791291	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31789335_31791335	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31789512_31791512	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31789791_31791791	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31789835_31791835	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31790012_31792012	HSPA1B_HSPA1L	on	on	on	off	on	on	on	on
Enhancer_chr6_31790291_31792291	HSPA1B_HSPA1L	on	on	on	off	on	on	on	on
Enhancer_chr6_31790335_31792335	HSPA1B_HSPA1L	on	on	on	off	on	on	on	on
Enhancer_chr6_31790512_31792512	HSPA1B_HSPA1L	on	on	on	off	on	on	on	on
Enhancer_chr6_31790791_31792791	HSPA1B_HSPA1L	on	on	on	off	off	on	on	on
Enhancer_chr6_31790835_31792835	HSPA1B_HSPA1L	on	on	on	off	off	on	on	on
Enhancer_chr6_31791012_31793012	HSPA1B_HSPA1L	on	on	on	on	off	on	on	on
Enhancer_chr6_31791291_31793291	HSPA1B_HSPA1L	off	off	on	off	off	off	on	off
Enhancer_chr6_31791335_31793335	HSPA1B_HSPA1L	off	off	on	off	off	off	on	off
Enhancer_chr6_31791512_31793512	HSPA1B_HSPA1L	off	off	on	off	off	off	off	off
Enhancer_chr6_31791791_31793791	HSPA1B_HSPA1L	off	on	on	off	off	on	off	off
Enhancer_chr6_31791835_31793835	HSPA1B_HSPA1L	off	on	on	off	off	on	off	off
Enhancer_chr6_31792012_31794012	HSPA1B_HSPA1L	off	on	on	off	off	on	off	on
Enhancer_chr6_31792291_31794291	HSPA1B_HSPA1L	on	on	on	on	off	on	on	on
Enhancer_chr6_31792335_31794335	HSPA1B_HSPA1L	on	on	on	on	off	on	on	on
Enhancer_chr6_31792512_31794512	HSPA1B_HSPA1L	on	on	on	on	off	on	on	on
Enhancer_chr6_31792791_31794791	HSPA1B_HSPA1L	on	on	on	on	off	on	on	on
Enhancer_chr6_31792835_31794835	HSPA1B_HSPA1L	on	on	on	on	off	on	on	on
Enhancer_chr6_31793012_31795012	HSPA1B_HSPA1L	on	on	on	on	off	on	on	on
Enhancer_chr6_31793291_31795291	HSPA1B_HSPA1L	on	on	on	on	off	on	on	on
Enhancer_chr6_31793335_31795335	HSPA1B_HSPA1L	on	on	on	on	off	on	on	on
Enhancer_chr6_31793512_31795512	HSPA1B_HSPA1L	on	on	on	on	off	on	on	on
Enhancer_chr6_31793791_31795791	HSPA1B_HSPA1L	on	on	on	on	off	on	on	on
Enhancer_chr6_31793835_31795835	HSPA1B_HSPA1L	on	on	on	on	off	on	on	on
Enhancer_chr6_31794012_31796012	HSPA1B_HSPA1L	on	on	on	on	off	on	on	on
Enhancer_chr6_31794291_31796291	HSPA1B_HSPA1L	on	on	on	on	off	on	on	on
Enhancer_chr6_31794335_31796335	HSPA1B_HSPA1L	on	on	on	on	off	on	on	on
Enhancer_chr6_31794512_31796512	HSPA1B_HSPA1L	on	on	on	on	off	on	on	on
Enhancer_chr6_31794791_31796791	HSPA1B_HSPA1L	on	on	on	on	off	on	on	on
Enhancer_chr6_31794835_31796835	HSPA1B_HSPA1L	on	on	on	on	off	on	on	on
Enhancer_chr6_31795012_31797012	HSPA1B_HSPA1L	on	on	on	on	off	on	on	on
Enhancer_chr6_31795291_31797291	HSPA1B_HSPA1L	on	off	on	off	off	on	on	on
Enhancer_chr6_31795335_31797335	HSPA1B_HSPA1L	on	off	on	off	off	on	on	on
Enhancer_chr6_31795512_31797512	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31795791_31797791	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31795835_31797835	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31796012_31798012	HSPA1B_HSPA1L	on	off	on	on	off	on	on	on
Enhancer_chr6_31796291_31798291	HSPA1B_HSPA1L	on	on	on	on	off	on	on	on
Enhancer_chr6_31796335_31798335	HSPA1B_HSPA1L	on	on	on	on	off	on	on	on
Enhancer_chr6_31796512_31798512	HSPA1B_HSPA1L	on	on	on	on	off	on	on	on
Enhancer_chr6_31796791_31798791	HSPA1B_HSPA1L	on	on	on	on	off	on	on	on
Enhancer_chr6_31796835_31798835	HSPA1B_HSPA1L	on	on	on	on	off	on	on	on
Enhancer_chr6_31797012_31799012	HSPA1B_HSPA1L	on	on	on	on	off	on	on	on
Enhancer_chr6_31797291_31799291	HSPA1B_HSPA1L	on	on	on	on	off	on	on	on
Enhancer_chr6_31797335_31799335	HSPA1B_HSPA1L	on	on	on	on	off	on	on	on
Enhancer_chr6_31797512_31799512	HSPA1B_HSPA1L	on	on	on	on	off	on	on	on
Enhancer_chr6_31797791_31799791	HSPA1B_HSPA1L	on	on	on	on	off	on	on	on
Enhancer_chr6_31797835_31799835	HSPA1B_HSPA1L	on	on	on	on	off	on	on	on
Enhancer_chr6_31798012_31800012	HSPA1B_HSPA1L	on	on	on	on	off	on	on	on
Enhancer_chr6_31798291_31800291	HSPA1B_HSPA1L	on	on	on	on	off	on	on	on
Enhancer_chr6_31798335_31800335	HSPA1B_HSPA1L	on	on	on	on	off	on	on	on
Enhancer_chr6_31798512_31800512	HSPA1B_HSPA1L	on	on	on	on	off	on	on	off
Enhancer_chr6_31798791_31800791	HSPA1B_HSPA1L	on	on	on	on	off	on	on	off
Enhancer_chr6_31798835_31800835	HSPA1B_HSPA1L	on	on	on	on	off	on	on	off
Enhancer_chr6_31799012_31801012	HSPA1B_HSPA1L	on	on	on	on	off	on	on	off
Enhancer_chr6_31799291_31801291	HSPA1B_HSPA1L	on	on	on	on	off	off	on	off
Enhancer_chr6_31799335_31801335	HSPA1B_HSPA1L	on	on	on	on	off	off	on	off
Enhancer_chr6_31799512_31801512	HSPA1B_HSPA1L	on	on	on	on	off	off	on	off
Enhancer_chr6_31799791_31801791	HSPA1B_HSPA1L	on	on	on	off	off	on	on	off
Enhancer_chr6_31799835_31801835	HSPA1B_HSPA1L	on	on	on	off	off	on	on	off
Enhancer_chr6_31800012_31802012	HSPA1B_HSPA1L	on	on	on	off	on	on	on	off
Enhancer_chr6_31800291_31802291	HSPA1B_HSPA1L	on	on	on	on	on	on	on	off
Enhancer_chr6_31800335_31802335	HSPA1B_HSPA1L	on	on	on	on	on	on	on	off
Enhancer_chr6_31800512_31802512	HSPA1B_HSPA1L	on	on	on	on	on	on	on	off
Enhancer_chr6_31800791_31802791	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31800835_31802835	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31801012_31803012	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31801291_31803291	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31801335_31803335	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31801512_31803512	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31801791_31803791	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31801835_31803835	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31802012_31804012	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31802291_31804291	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31802335_31804335	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31802512_31804512	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31802791_31804791	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31802835_31804835	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31803012_31805012	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31803291_31805291	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31803335_31805335	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31803512_31805512	HSPA1B_HSPA1L	on	on	on	on	on	on	on	off
Enhancer_chr6_31803791_31805791	HSPA1B_HSPA1L	on	on	on	on	on	on	on	off
Enhancer_chr6_31803835_31805835	HSPA1B_HSPA1L	on	on	on	on	on	on	on	off
Enhancer_chr6_31804012_31806012	HSPA1B_HSPA1L	on	on	on	on	on	on	on	off
Enhancer_chr6_31804291_31806291	HSPA1B_HSPA1L	on	on	on	on	on	on	on	off
Enhancer_chr6_31804335_31806335	HSPA1B_HSPA1L	on	on	on	on	on	on	on	off
Enhancer_chr6_31804512_31806512	HSPA1B_HSPA1L	on	on	on	on	on	on	on	off
Enhancer_chr6_31804791_31806791	HSPA1B_HSPA1L	on	on	on	on	on	off	on	off
Enhancer_chr6_31804835_31806835	HSPA1B_HSPA1L	on	on	on	on	on	off	on	off
Enhancer_chr6_31805012_31807012	HSPA1B_HSPA1L	on	on	on	on	off	off	on	off
Enhancer_chr6_31805291_31807291	HSPA1B_HSPA1L	on	on	on	on	off	off	on	off
Enhancer_chr6_31805335_31807335	HSPA1B_HSPA1L	on	on	on	on	off	off	on	off
Enhancer_chr6_31805512_31807512	HSPA1B_HSPA1L	on	on	on	on	off	off	on	off
Enhancer_chr6_31805791_31807791	HSPA1B_HSPA1L	on	on	on	off	off	off	on	off
Enhancer_chr6_31805835_31807835	HSPA1B_HSPA1L	on	on	on	off	off	off	on	off
Enhancer_chr6_31806012_31808012	HSPA1B_HSPA1L	on	on	on	off	off	off	on	off
Enhancer_chr6_31806291_31808291	HSPA1B_HSPA1L	on	on	on	off	off	off	on	off
Enhancer_chr6_31806335_31808335	HSPA1B_HSPA1L	on	on	on	off	off	off	on	off
Enhancer_chr6_31806512_31808512	HSPA1B_HSPA1L	on	on	on	off	off	off	on	off
Enhancer_chr6_31806791_31808791	HSPA1B_HSPA1L	on	off	on	off	off	off	on	off
Enhancer_chr6_31806835_31808835	HSPA1B_HSPA1L	on	off	on	off	off	off	on	off
Enhancer_chr6_31807012_31809012	HSPA1B_HSPA1L	on	off	on	off	off	off	on	off
Enhancer_chr6_31807291_31809291	HSPA1B_HSPA1L	off	off	on	off	off	off	off	off
Enhancer_chr6_31827291_31829291	HSPA1B_HSPA1L	off	on	off	off	off	off	on	off
Enhancer_chr6_31827335_31829335	HSPA1B_HSPA1L	off	on	off	off	off	off	on	off
Enhancer_chr6_31827512_31829512	HSPA1B_HSPA1L	off	on	on	off	off	off	on	off
Enhancer_chr6_31827791_31829791	HSPA1B_HSPA1L	on	on	on	on	on	off	on	off
Enhancer_chr6_31827835_31829835	HSPA1B_HSPA1L	on	on	on	on	on	on	on	off
Enhancer_chr6_31828012_31830012	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31828291_31830291	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31828335_31830335	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31828512_31830512	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31828791_31830791	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31828835_31830835	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31829012_31831012	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31829291_31831291	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31829335_31831335	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31829512_31831512	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31829791_31831791	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31829835_31831835	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31830012_31832012	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31830291_31832291	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31830335_31832335	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31830512_31832512	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31830791_31832791	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31830835_31832835	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31831012_31833012	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31831291_31833291	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31831335_31833335	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31831512_31833512	HSPA1B_HSPA1L	on	on	on	on	on	on	on	on
Enhancer_chr6_31831791_31833791	HSPA1B_HSPA1L	on	on	on	on	on	on	on	off
Enhancer_chr6_31831835_31833835	HSPA1B_HSPA1L	on	on	on	on	on	on	on	off
Enhancer_chr6_31832012_31834012	HSPA1B_HSPA1L	on	on	on	on	on	off	on	off
Enhancer_chr6_31832291_31834291	HSPA1B_HSPA1L	off	on	on	off	on	off	on	off
Enhancer_chr6_31832335_31834335	HSPA1B_HSPA1L	off	on	on	off	on	off	on	off
Enhancer_chr6_31832512_31834512	HSPA1B_HSPA1L	off	on	off	off	on	off	on	off
Enhancer_chr6_31832791_31834791	HSPA1B_HSPA1L	off	off	off	off	on	off	on	off
Enhancer_chr6_31832835_31834835	HSPA1B_HSPA1L	off	off	off	off	on	off	on	off
Enhancer_chr6_31833012_31835012	HSPA1B_HSPA1L	off	off	off	off	on	off	on	off
Enhancer_chr6_31833291_31835291	HSPA1B_HSPA1L	off	off	off	off	on	off	on	off
Enhancer_chr6_31833335_31835335	HSPA1B_HSPA1L	off	off	off	off	on	off	on	off
Enhancer_chr6_31833512_31835512	HSPA1B_HSPA1L	off	off	off	off	on	off	on	off
Enhancer_chr6_31833791_31835791	HSPA1B_HSPA1L	off	off	off	off	on	off	on	off
Enhancer_chr6_31833835_31835835	HSPA1B_HSPA1L	off	off	off	off	on	off	on	off
Enhancer_chr6_31834012_31836012	HSPA1B_HSPA1L	off	off	off	off	on	off	on	off
Enhancer_chr6_31834291_31836291	HSPA1B_HSPA1L	off	off	off	off	on	off	off	off
Enhancer_chr6_31834335_31836335	HSPA1B_HSPA1L	off	off	off	off	on	off	off	off
Enhancer_chr6_31841791_31843791	HSPA1B_HSPA1L	off	off	off	off	off	off	on	off
Enhancer_chr6_31841835_31843835	HSPA1B_HSPA1L	off	off	off	off	off	off	on	off
Enhancer_chr6_31842012_31844012	HSPA1B_HSPA1L	off	off	off	off	off	off	on	off
Enhancer_chr6_31842291_31844291	HSPA1B_HSPA1L	off	off	off	off	off	off	on	off
Enhancer_chr6_31842335_31844335	HSPA1B_HSPA1L	off	off	off	off	off	off	on	off
Enhancer_chr6_31842512_31844512	HSPA1B_HSPA1L	off	off	off	off	off	off	on	off
Enhancer_chr6_31842791_31844791	HSPA1B_HSPA1L	off	off	off	off	off	off	on	off
Enhancer_chr6_31843012_31845012	HSPA1B_HSPA1L	off	off	off	off	off	off	on	off
Enhancer_chr6_44157403_44159403	HSP90AB1	off	on	off	off	off	off	off	off
Enhancer_chr6_44167403_44169403	HSP90AB1	on	off	off	off	off	off	off	off
Enhancer_chr6_44167903_44169903	HSP90AB1	on	off	off	off	off	off	off	off
Enhancer_chr6_44168403_44170403	HSP90AB1	on	off	off	off	off	off	off	off
